DDDDDDD	0.027673760160745273367632890427
DDDDDD	0.019636496483697141179902700969
LDDDDDDD	0.019590830212804822424432771300
DDDDDDDD	0.016135415715286021559604634490
BBBBBBBB	0.014628428775839497424926527458
BBBBBB	0.010381465582853837553711784381
LDDDDDDDD	0.009985691235120407183156743258
NNNDDDDDDD	0.009818248241848570589951350485
NNDDDDDDD	0.009102809997868907196383325697
LLDDDDDDD	0.009011477456084269685443466358
DDDDDDDL	0.008981033275489389358647862593
AAAAAAA	0.008752701921027795581298214245
LLLLLLDDD	0.008737479830730355417900412363
LDDDDDD	0.008098152038237891106597921009
EEEEEEEEE	0.007869820683776295594524796684
LLDDDDDD	0.007200048710688951823788439555
NNNBBBBBB	0.007154382439796633068318509885
AAAAAAAA	0.007093494078606874149450778333
NNNDDDDDD	0.007032605717417116097944784769
NNBBBBBBBB	0.006712941821170883074931801104
LLLLDDDD	0.006180168660760495570605232984
LLLDDDDDD	0.006119280299570736651737501433
DDDDDDDDD	0.006027947757786099140797642093
NNDDDDDD	0.005860504764514263414953987308
LLLDDDDDDD	0.005662617590647547362314728758
LLLLLDDD	0.005510396687673150932507137867
LBBBBBBBB	0.005373397874996194666097348858
LDDDDDDDDD	0.005358175784698754502699546975
LLLLLLLL	0.005297287423508996451193553412
EEEEEEEE	0.005251621152616677695723623742
AAAAAAAAA	0.005251621152616677695723623742
LLLLLLLDDD	0.005114622339939720561952096745
AAAAAAAAAA	0.004916735166073005376674576183
NNNNNNNDDD	0.004825402624288366998372978856
DDDDDDDDL	0.004810180533990927702336914962
NNBBBBBB	0.004810180533990927702336914962
LLLLLLDDDD	0.004642737540719091976493260177
LEEEEEEEEE	0.004505738728042134842721733179
LLDDDDDDDD	0.004460072457149816087251803509
AAAAAA	0.004353517825067738412914142287
LLLLLL	0.004094742290011264308768890174
DDDDDDLL	0.004003409748226626797829030835
LLLDDD	0.003942521387036867878961299283
NNNNNNDDD	0.003835966754954790204623638061
DDDDDDDLL	0.003653301671385514749063050388
NNNBBBB	0.003638079581088075019346117500
DDDDDDL	0.003455414497518799130104660833
LLLLLDDDD	0.003440192407221359834068596939
EEEEEEE	0.003409748226626480374634731163
EEDDDDDDD	0.003364081955734161619164801493
LLLLDDD	0.003303193594544402700297069941
NNDDDDDDDD	0.003242305233354644215110207384
LAAAAAAA	0.003166194781867446000206411938
BBBBBBB	0.003135750601272566540772546162
EEEEEEEEEE	0.003135750601272566540772546162
LLLLLLDD	0.003105306420677687515019549380
NNNNNDDD	0.003074862240082808055585683604
EEDDDDDD	0.003074862240082808055585683604
NNNNNNNN	0.002968307608000730814928891377
LLLLLLL	0.002876975066216092870308163043
NNNDDD	0.002876975066216092870308163043
DDDDDDDDDD	0.002846530885621213410874297267
NNNNBBBB	0.002816086705026334385121300485
LLLLLLLLD	0.002755198343836575466253568933
NNNBBBBBBBB	0.002755198343836575466253568933
BBBBBBBBL	0.002709532072944256710783639264
LLLLBBBB	0.002648643711754498225596776706
NNNNNBBBB	0.002618199531159618766162910930
LLLLDDDDDD	0.002602977440862179036445978042
NNNNNNBBBB	0.002602977440862179036445978042
LLLLLLLD	0.002496422808780101795789185815
DDDDDDDNN	0.002481200718482662066072252927
LLLLLLLLDD	0.002465978628185222336355320039
EEEEEE	0.002465978628185222336355320039
LLBBBBBBBB	0.002435534447590343310602323257
LLLLLLLLLD	0.002283313544615946447113863371
DDDDDDLLL	0.002222425183426187961927000813
LLLDDDD	0.002191981002831308936174004032
LLLLLLLLL	0.002176758912533869206457071144
LLLLLLBBBB	0.002146314731938989747023205368
NNNNNNNNN	0.002115870551344110721270208586
LLDDDD	0.001994093828964593317215614476
LLLLLLLLLL	0.001963649648369714291462617695
NNNNNNN	0.001948427558072274561745684807
LLLLLLLDD	0.001902761287179955589435320640
DDDDDDDDDL	0.001902761287179955589435320640
AAAAAADDD	0.001857095016287636617124956473
NNNNDDDD	0.001841872925990196887408023585
LLLLLBBBB	0.001841872925990196887408023585
EEDDDDD	0.001841872925990196887408023585
BBDDDD	0.001826650835692757374531525194
DDDDDDDLLL	0.001826650835692757374531525194
LLBBBBBB	0.001811428745395317644814592306
DDDDDDNNN	0.001811428745395317644814592306
NNNBBBBBBB	0.001780984564800438402221161027
EEDDDD	0.001720096203610679917034298470
NNNNNNNNNN	0.001628763661826041972413570136
NNNNNNNNDD	0.001628763661826041972413570136
DDDDDDDNNN	0.001613541571528602242696637248
NNNNNN	0.001583097390933723000103205969
DDDDDDEE	0.001567875300636283270386273081
DDDEEDD	0.001552653210338843757509774690
DDEEDDD	0.001552653210338843757509774690
LLLDDDDD	0.001552653210338843757509774690
LDDDDEED	0.001537431120041404027792841802
NNNDDDD	0.001537431120041404027792841802
DDDDDDNN	0.001506986939446524785199410523
DDDDDDDDLL	0.001491764849149085055482477635
BBBBBBNNN	0.001491764849149085055482477635
DDDDDEE	0.001491764849149085055482477635
BBBBBBBBNN	0.001461320668554205812889046356
DDDDEED	0.001446098578256766300012547966
DDDDDDDDDDD	0.001430876487959326570295615078
AAAAADDD	0.001400432307364447327702183799
AAAADDDDDD	0.001400432307364447327702183799
NNNNDDDDDD	0.001385210217067007597985250911
DEEDDDD	0.001369988126769568085108752520
EEDDDDDDDD	0.001339543946174688625674886744
LBBBBBBB	0.001309099765579809383081455465
NNNNBBBBBB	0.001309099765579809383081455465
NNBBBBBBB	0.001293877675282369870204957074
NNNNNNDDDD	0.001293877675282369870204957074
LDDDEEDD	0.001293877675282369870204957074
IIIIIDDD	0.001278655584984930140488024186
AAAAAAADDD	0.001278655584984930140488024186
LLLBBBBBB	0.001278655584984930140488024186
AAAADDDD	0.001263433494687490410771091298
LEEDDDDD	0.001232989314092611168177660019
LDDEEDDD	0.001217767223795171655301161628
LAAAAAAAA	0.001202545133497731925584228740
NNNBBDDDD	0.001187323043200292195867295852
BBBBDDD	0.001187323043200292195867295852
LBBBBBB	0.001172100952902852682990797462
EEEEEEEEEL	0.001172100952902852682990797462
NNNNNNNNND	0.001156878862605412953273864574
BBBBBBNN	0.001156878862605412953273864574
NNNDDDDD	0.001141656772307973223556931686
EEEEDDDD	0.001141656772307973223556931686
AAAADDD	0.001141656772307973223556931686
LDEEDDDD	0.001141656772307973223556931686
NNNNDDD	0.001126434682010533710680433295
NNBBBB	0.001111212591713093980963500407
LLAAAAAAA	0.001111212591713093980963500407
NNNNNDDDD	0.001095990501415654468087002016
BBBBBBBBLL	0.001065546320820775008653136240
NNNNNNNND	0.001065546320820775008653136240
DDDDDDDEE	0.001065546320820775008653136240
DLDLDLDL	0.001065546320820775008653136240
